name,better,parallax,parallaxPath,xallarap,xallarapPath,deltaChi
PAR-35-noaver.dat,allax,653.5577,../sim28/parallax/PAR-35-noaver.dat-.OUT,686.247,../sim28/xallarap/PAR-35-noaver.dat.8.OUT,-32.6893
PAR-36-noaver.dat,allax,14983.1293,../sim28/parallax/PAR-36-noaver.dat+.OUT,15009.6617,../sim28/xallarap/PAR-36-noaver.dat.10.OUT,-26.532400000000052
PAR-37-noaver.dat,allax,2122.3393,../sim28/parallax/PAR-37-noaver.dat-.OUT,2124.4853,../sim28/xallarap/PAR-37-noaver.dat.10.OUT,-2.145999999999731
PAR-38-noaver.dat,allax,1577.0353,../sim28/parallax/PAR-38-noaver.dat+.OUT,1579.2045,../sim28/xallarap/PAR-38-noaver.dat.9.OUT,-2.169200000000046
PAR-39-noaver.dat,larap,19958.1983,../sim28/parallax/PAR-39-noaver.dat-.OUT,19828.408,../sim28/xallarap/PAR-39-noaver.dat.1.OUT,129.79030000000057
PAR-40-noaver.dat,allax,1445.1285,../sim28/parallax/PAR-40-noaver.dat-.OUT,1443.8961,../sim28/xallarap/PAR-40-noaver.dat.10.OUT,1.2324000000000979
PAR-41-noaver.dat,allax,2593.8228,../sim28/parallax/PAR-41-noaver.dat-.OUT,2601.5123,../sim28/xallarap/PAR-41-noaver.dat.10.OUT,-7.689499999999953
PAR-42-noaver.dat,allax,861.1353,../sim28/parallax/PAR-42-noaver.dat-.OUT,869.9735,../sim28/xallarap/PAR-42-noaver.dat.9.OUT,-8.838199999999915
PAR-43-noaver.dat,allax,1615.3925,../sim28/parallax/PAR-43-noaver.dat+.OUT,1622.3711,../sim28/xallarap/PAR-43-noaver.dat.9.OUT,-6.978600000000142
PAR-44-noaver.dat,allax,2264.4397,../sim28/parallax/PAR-44-noaver.dat+.OUT,2254.9987,../sim28/xallarap/PAR-44-noaver.dat.10.OUT,9.440999999999804
PAR-45-noaver.dat,allax,2996.3825,../sim28/parallax/PAR-45-noaver.dat+.OUT,2978.6888,../sim28/xallarap/PAR-45-noaver.dat.8.OUT,17.693700000000263
PAR-46-noaver.dat,allax,1749.3637,../sim28/parallax/PAR-46-noaver.dat+.OUT,1882.3814,../sim28/xallarap/PAR-46-noaver.dat.10.OUT,-133.01769999999988
PAR-47-noaver.dat,allax,2499.6528,../sim28/parallax/PAR-47-noaver.dat-.OUT,2485.2945,../sim28/xallarap/PAR-47-noaver.dat.10.OUT,14.358299999999872
PAR-48-noaver.dat,allax,1024.8891,../sim28/parallax/PAR-48-noaver.dat+.OUT,1026.7296,../sim28/xallarap/PAR-48-noaver.dat.9.OUT,-1.8404999999997926
PAR-49-noaver.dat,allax,2195.4726,../sim28/parallax/PAR-49-noaver.dat-.OUT,2200.6677,../sim28/xallarap/PAR-49-noaver.dat.9.OUT,-5.195099999999911
PAR-50-noaver.dat,allax,5238.6409,../sim28/parallax/PAR-50-noaver.dat-.OUT,5299.3341,../sim28/xallarap/PAR-50-noaver.dat.7.OUT,-60.693199999999706
PAR-51-noaver.dat,allax,1832.4126,../sim28/parallax/PAR-51-noaver.dat+.OUT,1829.0191,../sim28/xallarap/PAR-51-noaver.dat.10.OUT,3.393500000000131
PAR-52-noaver.dat,allax,1138.3152,../sim28/parallax/PAR-52-noaver.dat+.OUT,1125.9014,../sim28/xallarap/PAR-52-noaver.dat.6.OUT,12.413800000000037
PAR-53-noaver.dat,allax,1686.862,../sim28/parallax/PAR-53-noaver.dat-.OUT,1691.702,../sim28/xallarap/PAR-53-noaver.dat.6.OUT,-4.839999999999918
PAR-54-noaver.dat,allax,1052.9374,../sim28/parallax/PAR-54-noaver.dat+.OUT,1055.2286,../sim28/xallarap/PAR-54-noaver.dat.9.OUT,-2.2911999999998898
PAR-55-noaver.dat,allax,1074.7837,../sim28/parallax/PAR-55-noaver.dat+.OUT,1223.0256,../sim28/xallarap/PAR-55-noaver.dat.4.OUT,-148.2419
PAR-56-noaver.dat,allax,3634.2714,../sim28/parallax/PAR-56-noaver.dat-.OUT,3626.0069,../sim28/xallarap/PAR-56-noaver.dat.9.OUT,8.264500000000226
PAR-57-noaver.dat,larap,94291.8955,../sim28/parallax/PAR-57-noaver.dat-.OUT,34600.217,../sim28/xallarap/PAR-57-noaver.dat.1.OUT,59691.6785
PAR-58-noaver.dat,allax,1190.9582,../sim28/parallax/PAR-58-noaver.dat-.OUT,1150.6393,../sim28/xallarap/PAR-58-noaver.dat.8.OUT,40.318899999999985
PAR-59-noaver.dat,larap,2313.2603,../sim28/parallax/PAR-59-noaver.dat+.OUT,2185.9077,../sim28/xallarap/PAR-59-noaver.dat.3.OUT,127.35259999999971
