PAR-49-noaver.dat,4113.7912,2195.4323,2380.544,parallax,PAR-49-noaver.dat-.OUT
PAR-02-noaver.dat,12930.4363,8197.9655,2384.2448,xallarap,PAR-34-noaver.dat.2.OUT
PAR-21-noaver.dat,1466.5242,1179.9665,1919.0856,parallax,PAR-21-noaver.dat+.OUT
PAR-06-noaver.dat,28339.8619,5132.2247,2406.8356,xallarap,PAR-34-noaver.dat.4.OUT
PAR-07-noaver.dat,6800.1501,4892.6832,1613.7498,xallarap,PAR-34-noaver.dat.5.OUT
PAR-10-noaver.dat,2109.1834,1840.1276,1617.1291,xallarap,PAR-34-noaver.dat.6.OUT
PAR-26-noaver.dat,1853.7786,1335.9588,1636.8377,parallax,PAR-26-noaver.dat+.OUT
PAR-44-noaver.dat,2327.9482,2264.3343,1622.0169,xallarap,PAR-34-noaver.dat.8.OUT
PAR-18-noaver.dat,13785.2347,11876.3691,1620.253,xallarap,PAR-34-noaver.dat.9.OUT
PAR-04-noaver.dat,12320.4025,1980.0769,1616.4052,xallarap,PAR-34-noaver.dat.10.OUT
PAR-53-noaver.dat,1782.816,1686.2798,2380.544,parallax,PAR-53-noaver.dat-.OUT
PAR-14-noaver.dat,7797.4397,7570.6274,2384.2448,xallarap,PAR-32-noaver.dat.2.OUT
PAR-59-noaver.dat,2416.093,2217.6464,1919.0856,xallarap,PAR-32-noaver.dat.3.OUT
PAR-43-noaver.dat,1729.4861,1658.5623,2406.8356,parallax,PAR-43-noaver.dat-.OUT
PAR-42-noaver.dat,1541.7749,861.1117,1613.7498,parallax,PAR-42-noaver.dat-.OUT
PAR-41-noaver.dat,2719.6058,2593.8395,1617.1291,xallarap,PAR-32-noaver.dat.6.OUT
PAR-55-noaver.dat,1337.8967,1074.7797,1636.8377,parallax,PAR-55-noaver.dat+.OUT
PAR-31-noaver.dat,595.0934,482.7052,1622.0169,parallax,PAR-31-noaver.dat-.OUT
PAR-27-noaver.dat,1350.6288,941.3132,1620.253,parallax,PAR-27-noaver.dat+.OUT
