PAR-28-noaver.dat,2497.0792,1663.9262,2380.544,parallax,PAR-28-noaver.dat-.OUT
PAR-13-noaver.dat,907.3759,650.9961,2384.2448,parallax,PAR-13-noaver.dat-.OUT
PAR-58-noaver.dat,1609.6604,1184.511,1919.0856,parallax,PAR-58-noaver.dat+.OUT
PAR-30-noaver.dat,1071.8154,1018.1146,2406.8356,parallax,PAR-30-noaver.dat-.OUT
PAR-34-noaver.dat,2356.6142,2296.2098,1613.7498,xallarap,PAR-28-noaver.dat.5.OUT
PAR-32-noaver.dat,2445.7563,2333.4095,1617.1291,xallarap,PAR-28-noaver.dat.6.OUT
PAR-37-noaver.dat,2213.3652,2122.3324,1636.8377,xallarap,PAR-28-noaver.dat.7.OUT
PAR-48-noaver.dat,1064.9732,1024.848,1622.0169,parallax,PAR-48-noaver.dat+.OUT
PAR-05-noaver.dat,6175.5336,2636.172,1620.253,xallarap,PAR-28-noaver.dat.9.OUT
PAR-16-noaver.dat,16305.205,2812.9664,1616.4052,xallarap,PAR-28-noaver.dat.10.OUT
PAR-09-noaver.dat,7460.6832,2961.7623,2380.544,xallarap,PAR-13-noaver.dat.1.OUT
PAR-52-noaver.dat,1281.2247,1138.3036,2384.2448,parallax,PAR-52-noaver.dat+.OUT
PAR-01-noaver.dat,103017.2349,9280.1093,1919.0856,xallarap,PAR-13-noaver.dat.3.OUT
PAR-17-noaver.dat,2508.9734,1902.1516,2406.8356,parallax,PAR-17-noaver.dat-.OUT
PAR-33-noaver.dat,5078.4261,4655.9204,1613.7498,xallarap,PAR-13-noaver.dat.5.OUT
PAR-23-noaver.dat,2260.0773,2186.179,1617.1291,xallarap,PAR-13-noaver.dat.6.OUT
PAR-24-noaver.dat,2492.3837,2313.3958,1636.8377,xallarap,PAR-13-noaver.dat.7.OUT
PAR-45-noaver.dat,6031.0692,2996.3407,1622.0169,xallarap,PAR-13-noaver.dat.8.OUT
PAR-51-noaver.dat,2181.5708,1832.4022,1620.253,xallarap,PAR-13-noaver.dat.9.OUT
PAR-19-noaver.dat,2848.3822,2769.8925,1616.4052,xallarap,PAR-13-noaver.dat.10.OUT
PAR-40-noaver.dat,1676.595,1445.1052,2380.544,parallax,PAR-40-noaver.dat-.OUT
PAR-56-noaver.dat,3771.04,3580.7471,2384.2448,xallarap,PAR-58-noaver.dat.2.OUT
PAR-35-noaver.dat,1166.9003,659.6659,1919.0856,parallax,PAR-35-noaver.dat-.OUT
PAR-36-noaver.dat,15525.7214,14983.1135,2406.8356,xallarap,PAR-58-noaver.dat.4.OUT
PAR-25-noaver.dat,858.2304,756.4628,1613.7498,parallax,PAR-25-noaver.dat+.OUT
PAR-39-noaver.dat,20217.4491,19958.1984,1617.1291,xallarap,PAR-58-noaver.dat.6.OUT
PAR-11-noaver.dat,1536.6355,1156.6139,1636.8377,parallax,PAR-11-noaver.dat-.OUT
PAR-57-noaver.dat,95646.386,85092.0372,1622.0169,xallarap,PAR-58-noaver.dat.8.OUT
PAR-03-noaver.dat,336442.3871,10628.1631,1620.253,xallarap,PAR-58-noaver.dat.9.OUT
PAR-47-noaver.dat,2647.1571,2497.8541,1616.4052,xallarap,PAR-58-noaver.dat.10.OUT
PAR-46-noaver.dat,10350.4177,1749.3415,2380.544,parallax,PAR-46-noaver.dat+.OUT
PAR-38-noaver.dat,1720.6177,1577.0318,2384.2448,parallax,PAR-38-noaver.dat+.OUT
PAR-08-noaver.dat,3196.739,1444.795,1919.0856,parallax,PAR-08-noaver.dat-.OUT
PAR-15-noaver.dat,5649.4188,1780.4276,2406.8356,parallax,PAR-15-noaver.dat+.OUT
PAR-12-noaver.dat,1739.2647,960.7567,1613.7498,parallax,PAR-12-noaver.dat-.OUT
PAR-29-noaver.dat,1351.256,1217.1043,1617.1291,parallax,PAR-29-noaver.dat-.OUT
PAR-20-noaver.dat,2315.8143,1364.6112,1636.8377,parallax,PAR-20-noaver.dat-.OUT
PAR-22-noaver.dat,1113.9177,460.844,1622.0169,parallax,PAR-22-noaver.dat+.OUT
PAR-54-noaver.dat,1089.4425,1052.9306,1620.253,parallax,PAR-54-noaver.dat+.OUT
PAR-50-noaver.dat,6210.4499,4943.7741,1616.4052,xallarap,PAR-30-noaver.dat.10.OUT
