name,better,parallax,parallaxPath,xallarap,xallarapPath,deltaChi
PAR-01-noaver.dat,parallax,5950.2655,../sim30/parallax/PAR-01-noaver.dat+.OUT,7622.6101,../sim30/xallarap/PAR-01-noaver.dat.9.OUT,0.0
PAR-02-noaver.dat,parallax,8201.1401,../sim30/parallax/PAR-02-noaver.dat-.OUT,8296.7919,../sim30/xallarap/PAR-02-noaver.dat.10.OUT,0.0
PAR-03-noaver.dat,parallax,1915.5463,../sim30/parallax/PAR-03-noaver.dat-.OUT,12468.8462,../sim30/xallarap/PAR-03-noaver.dat.7.OUT,0.0
PAR-04-noaver.dat,parallax,1830.8497,../sim30/parallax/PAR-04-noaver.dat+.OUT,5118.7017,../sim30/xallarap/PAR-04-noaver.dat.9.OUT,0.0
PAR-05-noaver.dat,xallarap,2503.5886,../sim30/parallax/PAR-05-noaver.dat+.OUT,2450.7897,../sim30/xallarap/PAR-05-noaver.dat.9.OUT,52.79890000000023
PAR-06-noaver.dat,xallarap,5025.791,../sim30/parallax/PAR-06-noaver.dat+.OUT,4721.278,../sim30/xallarap/PAR-06-noaver.dat.10.OUT,304.5129999999999
PAR-07-noaver.dat,parallax,4895.7796,../sim30/parallax/PAR-07-noaver.dat+.OUT,4898.322,../sim30/xallarap/PAR-07-noaver.dat.8.OUT,0.0
PAR-08-noaver.dat,parallax,1423.1863,../sim30/parallax/PAR-08-noaver.dat-.OUT,1542.8017,../sim30/xallarap/PAR-08-noaver.dat.10.OUT,0.0
PAR-09-noaver.dat,parallax,2958.8292,../sim30/parallax/PAR-09-noaver.dat+.OUT,2984.2163,../sim30/xallarap/PAR-09-noaver.dat.9.OUT,0.0
PAR-10-noaver.dat,parallax,1842.763,../sim30/parallax/PAR-10-noaver.dat+.OUT,1854.619,../sim30/xallarap/PAR-10-noaver.dat.9.OUT,0.0
PAR-11-noaver.dat,parallax,1156.8175,../sim30/parallax/PAR-11-noaver.dat-.OUT,1154.6554,../sim30/xallarap/PAR-11-noaver.dat.10.OUT,0.0
PAR-12-noaver.dat,parallax,924.4634,../sim30/parallax/PAR-12-noaver.dat+.OUT,988.0079,../sim30/xallarap/PAR-12-noaver.dat.7.OUT,0.0
PAR-13-noaver.dat,parallax,651.6441,../sim30/parallax/PAR-13-noaver.dat-.OUT,641.719,../sim30/xallarap/PAR-13-noaver.dat.9.OUT,0.0
PAR-14-noaver.dat,xallarap,7606.0831,../sim30/parallax/PAR-14-noaver.dat+.OUT,7568.7657,../sim30/xallarap/PAR-14-noaver.dat.10.OUT,37.31739999999991
PAR-15-noaver.dat,parallax,1775.0328,../sim30/parallax/PAR-15-noaver.dat+.OUT,1749.8525,../sim30/xallarap/PAR-15-noaver.dat.9.OUT,0.0
PAR-16-noaver.dat,parallax,2804.042,../sim30/parallax/PAR-16-noaver.dat-.OUT,2937.0984,../sim30/xallarap/PAR-16-noaver.dat.9.OUT,0.0
PAR-17-noaver.dat,parallax,1902.8414,../sim30/parallax/PAR-17-noaver.dat-.OUT,1906.8612,../sim30/xallarap/PAR-17-noaver.dat.10.OUT,0.0
PAR-18-noaver.dat,parallax,11870.7903,../sim30/parallax/PAR-18-noaver.dat-.OUT,11898.1741,../sim30/xallarap/PAR-18-noaver.dat.10.OUT,0.0
PAR-19-noaver.dat,parallax,2769.8359,../sim30/parallax/PAR-19-noaver.dat+.OUT,2773.9776,../sim30/xallarap/PAR-19-noaver.dat.10.OUT,0.0
PAR-20-noaver.dat,parallax,1368.2697,../sim30/parallax/PAR-20-noaver.dat-.OUT,1384.2518,../sim30/xallarap/PAR-20-noaver.dat.9.OUT,0.0
PAR-21-noaver.dat,parallax,1180.3628,../sim30/parallax/PAR-21-noaver.dat+.OUT,1173.4237,../sim30/xallarap/PAR-21-noaver.dat.10.OUT,0.0
PAR-22-noaver.dat,parallax,460.664,../sim30/parallax/PAR-22-noaver.dat+.OUT,477.3295,../sim30/xallarap/PAR-22-noaver.dat.9.OUT,0.0
PAR-23-noaver.dat,parallax,2186.1224,../sim30/parallax/PAR-23-noaver.dat-.OUT,2187.7854,../sim30/xallarap/PAR-23-noaver.dat.9.OUT,0.0
PAR-24-noaver.dat,parallax,2311.8732,../sim30/parallax/PAR-24-noaver.dat+.OUT,2333.6565,../sim30/xallarap/PAR-24-noaver.dat.10.OUT,0.0
PAR-25-noaver.dat,parallax,756.5121,../sim30/parallax/PAR-25-noaver.dat+.OUT,753.4789,../sim30/xallarap/PAR-25-noaver.dat.10.OUT,0.0
PAR-26-noaver.dat,parallax,1338.4047,../sim30/parallax/PAR-26-noaver.dat+.OUT,1339.4969,../sim30/xallarap/PAR-26-noaver.dat.10.OUT,0.0
PAR-27-noaver.dat,parallax,937.4878,../sim30/parallax/PAR-27-noaver.dat-.OUT,963.2448,../sim30/xallarap/PAR-27-noaver.dat.10.OUT,0.0
