name,better,parallax,parallaxPath,xallarap,xallarapPath,deltaChi
PAR-28-noaver.dat,parallax,1664.2951,../sim30/parallax/PAR-28-noaver.dat-.OUT,1665.5162,../sim30/xallarap/PAR-28-noaver.dat.10.OUT,0.0
PAR-29-noaver.dat,parallax,1217.115,../sim30/parallax/PAR-29-noaver.dat-.OUT,1221.024,../sim30/xallarap/PAR-29-noaver.dat.10.OUT,0.0
PAR-30-noaver.dat,parallax,1022.1462,../sim30/parallax/PAR-30-noaver.dat-.OUT,1021.2485,../sim30/xallarap/PAR-30-noaver.dat.10.OUT,0.0
PAR-31-noaver.dat,parallax,490.9756,../sim30/parallax/PAR-31-noaver.dat-.OUT,495.1533,../sim30/xallarap/PAR-31-noaver.dat.9.OUT,0.0
PAR-32-noaver.dat,parallax,2315.4578,../sim30/parallax/PAR-32-noaver.dat+.OUT,2341.7888,../sim30/xallarap/PAR-32-noaver.dat.9.OUT,0.0
PAR-33-noaver.dat,parallax,4652.2338,../sim30/parallax/PAR-33-noaver.dat-.OUT,4624.4236,../sim30/xallarap/PAR-33-noaver.dat.10.OUT,0.0
PAR-34-noaver.dat,parallax,2298.1922,../sim30/parallax/PAR-34-noaver.dat+.OUT,2289.0043,../sim30/xallarap/PAR-34-noaver.dat.10.OUT,0.0
PAR-35-noaver.dat,parallax,670.4974,../sim30/parallax/PAR-35-noaver.dat-.OUT,686.247,../sim30/xallarap/PAR-35-noaver.dat.8.OUT,0.0
PAR-36-noaver.dat,parallax,15000.7157,../sim30/parallax/PAR-36-noaver.dat+.OUT,15009.6617,../sim30/xallarap/PAR-36-noaver.dat.10.OUT,0.0
PAR-37-noaver.dat,parallax,2122.219,../sim30/parallax/PAR-37-noaver.dat-.OUT,2124.4853,../sim30/xallarap/PAR-37-noaver.dat.10.OUT,0.0
PAR-38-noaver.dat,parallax,1577.2697,../sim30/parallax/PAR-38-noaver.dat+.OUT,1579.2045,../sim30/xallarap/PAR-38-noaver.dat.9.OUT,0.0
PAR-39-noaver.dat,xallarap,19958.3227,../sim30/parallax/PAR-39-noaver.dat-.OUT,19828.408,../sim30/xallarap/PAR-39-noaver.dat.1.OUT,129.91470000000118
PAR-40-noaver.dat,parallax,1444.9249,../sim30/parallax/PAR-40-noaver.dat-.OUT,1443.8961,../sim30/xallarap/PAR-40-noaver.dat.10.OUT,0.0
PAR-41-noaver.dat,parallax,2593.9064,../sim30/parallax/PAR-41-noaver.dat-.OUT,2601.5123,../sim30/xallarap/PAR-41-noaver.dat.10.OUT,0.0
PAR-42-noaver.dat,parallax,859.4028,../sim30/parallax/PAR-42-noaver.dat-.OUT,869.9735,../sim30/xallarap/PAR-42-noaver.dat.9.OUT,0.0
PAR-43-noaver.dat,parallax,1617.3988,../sim30/parallax/PAR-43-noaver.dat+.OUT,1622.3711,../sim30/xallarap/PAR-43-noaver.dat.9.OUT,0.0
PAR-44-noaver.dat,parallax,2264.4272,../sim30/parallax/PAR-44-noaver.dat+.OUT,2254.9987,../sim30/xallarap/PAR-44-noaver.dat.10.OUT,0.0
PAR-45-noaver.dat,parallax,2998.4471,../sim30/parallax/PAR-45-noaver.dat+.OUT,2978.6888,../sim30/xallarap/PAR-45-noaver.dat.8.OUT,0.0
PAR-46-noaver.dat,parallax,1755.3494,../sim30/parallax/PAR-46-noaver.dat-.OUT,1882.3814,../sim30/xallarap/PAR-46-noaver.dat.10.OUT,0.0
PAR-47-noaver.dat,parallax,2498.7819,../sim30/parallax/PAR-47-noaver.dat+.OUT,2485.2945,../sim30/xallarap/PAR-47-noaver.dat.10.OUT,0.0
PAR-48-noaver.dat,parallax,1024.8491,../sim30/parallax/PAR-48-noaver.dat+.OUT,1026.7296,../sim30/xallarap/PAR-48-noaver.dat.9.OUT,0.0
PAR-49-noaver.dat,parallax,2195.3543,../sim30/parallax/PAR-49-noaver.dat-.OUT,2200.6677,../sim30/xallarap/PAR-49-noaver.dat.9.OUT,0.0
PAR-50-noaver.dat,parallax,4990.9071,../sim30/parallax/PAR-50-noaver.dat-.OUT,5299.3341,../sim30/xallarap/PAR-50-noaver.dat.7.OUT,0.0
PAR-51-noaver.dat,parallax,1833.4465,../sim30/parallax/PAR-51-noaver.dat+.OUT,1829.0191,../sim30/xallarap/PAR-51-noaver.dat.10.OUT,0.0
PAR-52-noaver.dat,parallax,1139.1065,../sim30/parallax/PAR-52-noaver.dat+.OUT,1125.9014,../sim30/xallarap/PAR-52-noaver.dat.6.OUT,0.0
PAR-53-noaver.dat,parallax,1692.06,../sim30/parallax/PAR-53-noaver.dat-.OUT,1691.702,../sim30/xallarap/PAR-53-noaver.dat.6.OUT,0.0
PAR-54-noaver.dat,parallax,1052.7915,../sim30/parallax/PAR-54-noaver.dat+.OUT,1055.2286,../sim30/xallarap/PAR-54-noaver.dat.9.OUT,0.0
PAR-55-noaver.dat,parallax,1075.0755,../sim30/parallax/PAR-55-noaver.dat+.OUT,1223.0256,../sim30/xallarap/PAR-55-noaver.dat.4.OUT,0.0
PAR-56-noaver.dat,parallax,3621.377,../sim30/parallax/PAR-56-noaver.dat-.OUT,3626.0069,../sim30/xallarap/PAR-56-noaver.dat.9.OUT,0.0
PAR-57-noaver.dat,xallarap,94281.2392,../sim30/parallax/PAR-57-noaver.dat+.OUT,34600.217,../sim30/xallarap/PAR-57-noaver.dat.1.OUT,59681.0222
PAR-58-noaver.dat,xallarap,1185.4107,../sim30/parallax/PAR-58-noaver.dat+.OUT,1150.6393,../sim30/xallarap/PAR-58-noaver.dat.8.OUT,34.77139999999986
PAR-59-noaver.dat,xallarap,2310.0221,../sim30/parallax/PAR-59-noaver.dat+.OUT,2185.9077,../sim30/xallarap/PAR-59-noaver.dat.3.OUT,124.11439999999993
