2452106.77737 18.6153  0.0602 5.61  810.0  441.93  492.96
2452112.76568 18.5729  0.0492 4.85  747.0  441.93  492.96
2452128.58275 18.6034  0.0477 4.10  928.0  441.93  492.96
2452131.57614 18.6112  0.0483 3.96  963.0  441.93  492.96
2452134.67978 18.5984  0.0652 6.42  918.0  441.93  492.96
2452138.55990 18.6803  0.0687 5.99  833.0  441.93  492.96
2452158.52784 18.6937  0.0515 4.42  820.0  441.93  492.96
2452162.51316 18.6160  0.0656 5.60  938.0  441.93  492.96
2452168.54798 18.6647  0.0792 6.49  950.0  441.93  492.96
2452173.50600 18.6379  0.0890 6.95 1034.0  441.93  492.96
2452180.50461 18.6763  0.0554 4.11 1149.0  441.93  492.96
2452184.50932 18.6828  0.0931 7.10 1093.0  441.93  492.96
2452194.56439 18.6910  0.0672 4.80 1030.0  441.93  492.96
2452321.88195 18.6500  0.0797 5.57 1340.0  441.93  492.96
2452326.81506 18.5797  0.0774 6.07 1348.0  441.93  492.96
2452345.82461 18.6612  0.0474 3.53 1022.0  441.93  492.96
2452350.82868 18.6426  0.0440 3.37 1059.0  441.93  492.96
2452358.89339 18.5703  0.0567 4.71  980.0  441.93  492.96
2452370.82158 18.6851  0.0608 5.16  926.0  441.93  492.96
2452381.82885 18.6117  0.0476 3.97  869.0  441.93  492.96
2452384.80172 18.6324  0.0526 4.23  962.0  441.93  492.96
2452388.85949 18.6211  0.0521 4.24  953.0  441.93  492.96
2452391.74551 18.6042  0.0717 4.85 1517.0  441.93  492.96
2452396.77699 18.6080  0.0874 3.59 4342.0  441.93  492.96
2452400.70495 18.5855  0.0599 5.08  998.0  441.93  492.96
2452402.81921 18.6648  0.0493 3.81 1023.0  441.93  492.96
2452404.85184 18.6267  0.0486 3.86  952.0  441.93  492.96
2452406.93579 18.7062  0.0845 5.45 1401.0  441.93  492.96
2452415.73265 18.6773  0.0656 5.02 1005.0  441.93  492.96
2452417.70947 18.6236  0.0617 4.93 1022.0  441.93  492.96
2452426.68762 18.6153  0.0536 4.62  891.0  441.93  492.96
2452431.81831 18.6058  0.0560 4.81  943.0  441.93  492.96
2452433.74547 18.6353  0.0585 4.72  966.0  441.93  492.96
2452434.81856 18.6408  0.0499 3.81  978.0  441.93  492.96
2452436.59308 18.6823  0.0633 4.48 1142.0  441.93  492.96
2452438.62346 18.6336  0.0592 4.79  921.0  441.93  492.96
2452440.60492 18.6714  0.0611 4.84  950.0  441.93  492.96
2452442.62219 18.5352  0.0502 4.30  911.0  441.93  492.96
