2452127.49565 16.8126  0.0146 6.21  963.0  452.51   55.28
2452130.52846 16.8110  0.0104 4.06  747.0  452.51   55.28
2452133.54262 16.8098  0.0103 4.15  734.0  452.51   55.28
2452136.66381 16.8395  0.0123 5.26  699.0  452.51   55.28
2452141.65460 16.8437  0.0151 6.07  986.0  452.51   55.28
2452165.57705 16.8300  0.0130 5.58  827.0  452.51   55.28
2452171.64410 16.7861  0.0116 5.20  903.0  452.51   55.28
2452179.53444 16.8518  0.0141 5.19 1104.0  452.51   55.28
2452189.52945 16.8511  0.0165 6.57  995.0  452.51   55.28
2452212.55423 16.7986  0.0160 5.73 1610.0  452.51   55.28
2452214.51151 16.8241  0.0182 5.88 1514.0  452.51   55.28
2452337.84145 16.8467  0.0118 3.73 1169.0  452.51   55.28
2452352.85895 16.8260  0.0120 4.72  828.0  452.51   55.28
2452361.85339 16.8152  0.0128 4.67  955.0  452.51   55.28
2452373.80823 16.8486  0.0125 5.10  742.0  452.51   55.28
2452384.84405 16.8457  0.0112 3.84  849.0  452.51   55.28
2452388.84339 16.8370  0.0107 3.76  772.0  452.51   55.28
2452390.88173 16.8078  0.0126 4.01 1262.0  452.51   55.28
2452393.87561 16.8308  0.0153 4.69 1566.0  452.51   55.28
2452400.82300 16.8722  0.0111 3.99  777.0  452.51   55.28
2452402.92970 16.8253  0.0128 4.34 1110.0  452.51   55.28
2452406.87246 16.8471  0.0133 5.00  860.0  452.51   55.28
2452411.73050 16.8032  0.0101 4.68  757.0  452.51   55.28
2452415.90578 16.8685  0.0145 5.42 1063.0  452.51   55.28
2452417.87656 16.8375  0.0120 4.16 1002.0  452.51   55.28
2452425.90846 16.8196  0.0181 6.02 1591.0  452.51   55.28
2452428.88663 16.8293  0.0136 5.51  891.0  452.51   55.28
2452434.80322 16.8464  0.0105 3.63  765.0  452.51   55.28
2452436.85190 16.8587  0.0122 4.15  927.0  452.51   55.28
2452438.83573 16.8581  0.0119 4.44  783.0  452.51   55.28
2452441.78809 16.8514  0.0109 4.30  791.0  452.51   55.28
2452445.70924 16.8416  0.0119 4.40  729.0  452.51   55.28
2452448.74151 16.8455  0.0227 3.80 4938.0  452.51   55.28
2452454.76825 16.8118  0.0141 4.39 1731.0  452.51   55.28
2452460.73548 16.8724  0.0149 6.07  771.0  452.51   55.28
2452463.61888 16.8272  0.0104 4.12  675.0  452.51   55.28
2452466.59210 16.8289  0.0104 4.02  648.0  452.51   55.28
2452468.77661 16.8656  0.0116 4.25  825.0  452.51   55.28
2452470.76057 16.8298  0.0110 4.77  576.0  452.51   55.28
2452472.79611 16.7868  0.0073 4.34  555.0  452.51   55.28
2452481.63307 16.8140  0.0156 5.73 1095.0  452.51   55.28
2452484.69524 16.8547  0.0133 5.46  705.0  452.51   55.28
2452493.71576 16.8770  0.0110 5.25  688.0  452.51   55.28
2452496.56174 16.8143  0.0093 3.59  623.0  452.51   55.28
2452498.59980 16.8592  0.0094 3.01  650.0  452.51   55.28
2452500.62592 16.8413  0.0104 3.43  735.0  452.51   55.28
2452502.64412 16.8623  0.0126 4.68  840.0  452.51   55.28
2452510.54368 16.8746  0.0160 3.79 2694.0  452.51   55.28
2452516.50448 16.8725  0.0142 5.83  849.0  452.51   55.28
2452517.55138 16.8458  0.0147 5.92  804.0  452.51   55.28
2452520.66012 16.8383  0.0117 4.77  671.0  452.51   55.28
2452529.52661 16.8650  0.0114 3.96  878.0  452.51   55.28
2452538.57584 16.8948  0.0150 4.87 1063.0  452.51   55.28
2452542.56481 16.8428  0.0112 3.91  884.0  452.51   55.28
2452548.53002 16.8143  0.0133 5.06  882.0  452.51   55.28
2452552.56739 16.8501  0.0148 5.87  910.0  452.51   55.28
2452557.53164 16.8106  0.0125 4.72  842.0  452.51   55.28
2452561.52758 16.8491  0.0167 5.16 1418.0  452.51   55.28
2452562.48403 16.8901  0.0246 5.75 2760.0  452.51   55.28
2452563.49391 16.7952  0.0120 3.79 1191.0  452.51   55.28
2452568.56213 16.8708  0.0208 6.41 1644.0  452.51   55.28
2452708.87957 16.8508  0.0119 4.39  765.0  452.51   55.28
2452719.88576 16.8649  0.0119 3.55 1066.0  452.51   55.28
2452729.91124 16.8660  0.0134 4.75  868.0  452.51   55.28
2452734.88479 16.8660  0.0117 4.15  818.0  452.51   55.28
2452747.76893 16.8559  0.0155 5.25 1188.0  452.51   55.28
2452754.77918 16.8626  0.0122 4.59  754.0  452.51   55.28
2452757.84421 16.8634  0.0130 4.71  993.0  452.51   55.28
2452763.79735 16.8826  0.0121 4.22  906.0  452.51   55.28
2452767.88963 16.8878  0.0153 5.28 1026.0  452.51   55.28
2452775.79511 16.8944  0.0166 5.33 1413.0  452.51   55.28
2452776.75000 16.8777  0.0195 6.28 1545.0  452.51   55.28
2452783.88411 16.8447  0.0119 4.11  867.0  452.51   55.28
2452785.75049 16.8561  0.0130 5.14  793.0  452.51   55.28
2452788.62996 16.8297  0.0125 4.44 1040.0  452.51   55.28
2452790.77632 16.8908  0.0122 4.65  771.0  452.51   55.28
2452793.70303 16.8709  0.0130 5.79  684.0  452.51   55.28
2452795.66295 16.9228  0.0110 4.72  655.0  452.51   55.28
2452797.67411 16.8559  0.0100 3.34  671.0  452.51   55.28
2452809.79421 16.8495  0.0129 4.11 1021.0  452.51   55.28
2452811.71467 16.8599  0.0140 5.19  881.0  452.51   55.28
2452812.84395 16.8268  0.0128 4.85  864.0  452.51   55.28
2452813.88768 16.8655  0.0135 4.77  929.0  452.51   55.28
2452815.86846 16.8609  0.0141 5.06  948.0  452.51   55.28
2452817.76696 16.8745  0.0121 4.43  793.0  452.51   55.28
2452819.67734 16.8775  0.0112 3.59  701.0  452.51   55.28
2452821.72652 16.8693  0.0126 4.43  769.0  452.51   55.28
2452830.69877 16.8588  0.0188 6.07 1419.0  452.51   55.28
2452835.70827 16.8640  0.0124 3.80 1067.0  452.51   55.28
2452837.71870 16.9225  0.0201 6.62 1248.0  452.51   55.28
2452839.77846 16.8944  0.0147 5.11  971.0  452.51   55.28
2452841.79962 16.8506  0.0125 4.24  986.0  452.51   55.28
2452843.72693 16.8723  0.0123 4.96  883.0  452.51   55.28
2452845.71658 16.9028  0.0117 4.37  665.0  452.51   55.28
2452850.61264 16.8697  0.0110 3.43  829.0  452.51   55.28
2452852.62393 16.8597  0.0144 5.55  855.0  452.51   55.28
2452854.62098 16.8879  0.0131 5.00  792.0  452.51   55.28
2452857.52773 16.8442  0.0121 4.27  998.0  452.51   55.28
2452858.73999 16.8518  0.0122 3.97 1021.0  452.51   55.28
2452862.65105 16.8716  0.0152 4.98 1108.0  452.51   55.28
2452865.63116 16.8870  0.0115 4.08  817.0  452.51   55.28
2452868.62744 16.9008  0.0118 4.18  740.0  452.51   55.28
2452871.70814 16.8897  0.0127 4.57  812.0  452.51   55.28
2452876.70912 16.8572  0.0125 5.08  690.0  452.51   55.28
2452879.67446 16.8725  0.0141 5.87  719.0  452.51   55.28
2452884.70566 16.9001  0.0145 5.83  757.0  452.51   55.28
2452893.58209 16.8691  0.0119 3.68 1099.0  452.51   55.28
2452895.60942 16.8731  0.0115 3.77  849.0  452.51   55.28
2452900.52370 16.8942  0.0144 5.05  873.0  452.51   55.28
2452905.65640 16.8607  0.0166 6.76  981.0  452.51   55.28
2452911.57765 16.8599  0.0123 4.20  888.0  452.51   55.28
2452921.52732 16.8462  0.0149 5.43  956.0  452.51   55.28
2452931.57837 16.8775  0.0131 4.26  970.0  452.51   55.28
2453052.88814 16.8275  0.0109 3.42 1173.0  452.51   55.28
2453059.87409 16.8563  0.0111 4.29  696.0  452.51   55.28
2453064.88542 16.8495  0.0123 4.67  832.0  452.51   55.28
2453068.83848 16.8733  0.0125 4.63  846.0  452.51   55.28
